subject,relation,object,cat
Corn Cream Soup,Health Benefit,Settle the Heart,Health Benefit
玉米浓汤,食谱的食材构成,玉米粒,A1
Corn Cream Soup,Ingredient,Corn Kernel,A1
玉米浓汤,食谱的食材构成,洋葱,A2
Corn Cream Soup,Ingredient,Onion,A2
玉米浓汤,食谱的食材构成,黄油,B2
Corn Cream Soup,Ingredient,Butter,B2
玉米浓汤,食谱的食材构成,鸡汤,B1
Corn Cream Soup,Ingredient,Chicken Broth,B1
玉米浓汤,食谱的食材构成,盐,D
Corn Cream Soup,Ingredient,Salt,D
玉米浓汤,食谱的食材构成,黑胡椒,D
Corn Cream Soup,Ingredient,Black Pepper,D
芦笋培根卷,食谱的功效,健脾,食谱的功效
Asparagus Bacon Roll,Health Benefit,Strengthen Spleen,Health Benefit
芦笋培根卷,食谱的功效,益气,食谱的功效
Asparagus Bacon Roll,Health Benefit,Replenish Qi,Health Benefit
芦笋培根卷,食谱的功效,安神,食谱的功效
Asparagus Bacon Roll,Health Benefit,Calm the Mind,Health Benefit
芦笋培根卷,食谱的功效,除烦,食谱的功效
Asparagus Bacon Roll,Health Benefit,Relieve Irritability,Health Benefit
芦笋培根卷,食谱的功效,利湿,食谱的功效
Asparagus Bacon Roll,Health Benefit,Promote Diuresis,Health Benefit
芦笋培根卷,食谱的功效,养肝,食谱的功效
Asparagus Bacon Roll,Health Benefit,Nourish Liver,Health Benefit
芦笋培根卷,食谱的功效,明目,食谱的功效
Asparagus Bacon Roll,Health Benefit,Improve Vision,Health Benefit
芦笋培根卷,食谱的功效,增强新陈代谢,食谱的功效
Asparagus Bacon Roll,Health Benefit,Enhance Metabolism,Health Benefit
芦笋培根卷,食谱的食材构成,芦笋,A2
Asparagus Bacon Roll,Ingredient,Asparagus,A2
芦笋培根卷,食谱的食材构成,培根,B1
Asparagus Bacon Roll,Ingredient,Bacon,B1
芦笋培根卷,食谱的食材构成,黑胡椒,D
Asparagus Bacon Roll,Ingredient,Black Pepper,D
芦笋培根卷,食谱的食材构成,盐,D
Asparagus Bacon Roll,Ingredient,Salt,D
鸡肉牛油果沙拉,食谱的功效,补益脾胃,食谱的功效
Chicken and Avocado Salad,Health Benefit,Strengthen the Spleen and Stomach,Health Benefit
鸡肉牛油果沙拉,食谱的功效,安神解郁,食谱的功效
Chicken and Avocado Salad,Health Benefit,Calm the Mind and Relieve Depression,Health Benefit
鸡肉牛油果沙拉,食谱的功效,滋养心脾,食谱的功效
Chicken and Avocado Salad,Health Benefit,Nourish the Heart and Spleen,Health Benefit
鸡肉牛油果沙拉,食谱的功效,行气活血,食谱的功效
Chicken and Avocado Salad,Health Benefit,Promote Qi Circulation and Activate Blood,Health Benefit
鸡肉牛油果沙拉,食谱的功效,安神定心,食谱的功效
Chicken and Avocado Salad,Health Benefit,Calm the Mind and Stabilize the Heart,Health Benefit
鸡肉牛油果沙拉,食谱的功效,补益脾肺,食谱的功效
Chicken and Avocado Salad,Health Benefit,Nourish the Spleen and Lungs,Health Benefit
鸡肉牛油果沙拉,食谱的功效,润燥安神,食谱的功效
Chicken and Avocado Salad,Health Benefit,Moisturize Dryness and Calm the Mind,Health Benefit
鸡肉牛油果沙拉,食谱的功效,增进抵抗力,食谱的功效
Chicken and Avocado Salad,Health Benefit,Enhance Immunity,Health Benefit
鸡肉牛油果沙拉,食谱的功效,益气健脾,食谱的功效
Chicken and Avocado Salad,Health Benefit,Tonify Qi and Strengthen the Spleen,Health Benefit
鸡肉牛油果沙拉,食谱的功效,滋阴润燥,食谱的功效
Chicken and Avocado Salad,Health Benefit,Nourish Yin and Moisturize Dryness,Health Benefit
鸡肉牛油果沙拉,食谱的食材构成,鸡胸肉,B1
Chicken and Avocado Salad,Ingredient,Chicken Breast,B1
鸡肉牛油果沙拉,食谱的食材构成,牛油果,A3
Chicken and Avocado Salad,Ingredient,Avocado,A3
鸡肉牛油果沙拉,食谱的食材构成,生菜,A2
Chicken and Avocado Salad,Ingredient,Lettuce,A2
鸡肉牛油果沙拉,食谱的食材构成,柠檬汁,D
Chicken and Avocado Salad,Ingredient,Lemon Juice,D
鸡肉牛油果沙拉,食谱的食材构成,橄榄油,D
Chicken and Avocado Salad,Ingredient,Olive Oil,D
鸡肉牛油果沙拉,食谱的食材构成,盐,D
Chicken and Avocado Salad,Ingredient,Salt,D
鸡肉牛油果沙拉,食谱的食材构成,黑胡椒,D
Chicken and Avocado Salad,Ingredient,Black Pepper,D
烤香草土豆块,食谱的功效,健脾补虚,食谱的功效
Herb Roasted Potato Wedges,Health Benefit,Strengthen the Spleen and Relieve Weakness,Health Benefit
烤香草土豆块,食谱的功效,宁神除躁,食谱的功效
Herb Roasted Potato Wedges,Health Benefit,Calm the Mind and Relieve Irritation,Health Benefit
烤香草土豆块,食谱的食材构成,土豆,A1
Herb Roasted Potato Wedges,Ingredient,Potato,A1
烤香草土豆块,食谱的食材构成,干百里香,D
Herb Roasted Potato Wedges,Ingredient,Dried Thyme,D
烤香草土豆块,食谱的食材构成,干迷迭香,D
Herb Roasted Potato Wedges,Ingredient,Dried Rosemary,D
烤香草土豆块,食谱的食材构成,橄榄油,D
Herb Roasted Potato Wedges,Ingredient,Olive Oil,D
烤香草土豆块,食谱的食材构成,盐,D
Herb Roasted Potato Wedges,Ingredient,Salt,D
烤香草土豆块,食谱的食材构成,黑胡椒,D
Herb Roasted Potato Wedges,Ingredient,Black Pepper,D
火腿芝士三明治,食谱的功效,益气健脾,食谱的功效
Ham and Cheese Sandwich,Health Benefit,Tonify Qi and Strengthen the Spleen,Health Benefit
火腿芝士三明治,食谱的功效,养心安神,食谱的功效
Ham and Cheese Sandwich,Health Benefit,Nourish the Heart and Calm the Mind,Health Benefit
火腿芝士三明治,食谱的食材构成,全麦面包,C
Ham and Cheese Sandwich,Ingredient,Whole Wheat Bread,C
火腿芝士三明治,食谱的食材构成,火腿片,B1
Ham and Cheese Sandwich,Ingredient,Ham Slice,B1
火腿芝士三明治,食谱的食材构成,车打芝士,B2
Ham and Cheese Sandwich,Ingredient,Cheddar Cheese,B2
火腿芝士三明治,食谱的食材构成,生菜,A2
Ham and Cheese Sandwich,Ingredient,Lettuce,A2
火腿芝士三明治,食谱的食材构成,黄油,D
Ham and Cheese Sandwich,Ingredient,Butter,D
燕麦苹果烤饼,食谱的功效,补益气血,食谱的功效
Oatmeal Apple Bake,Health Benefit,Nourish Qi and Blood,Health Benefit
燕麦苹果烤饼,食谱的功效,安神定志,食谱的功效
Oatmeal Apple Bake,Health Benefit,Calm the Mind and Settle the Will,Health Benefit
燕麦苹果烤饼,食谱的食材构成,燕麦片,A1
Oatmeal Apple Bake,Ingredient,Oatmeal,A1
燕麦苹果烤饼,食谱的食材构成,苹果,A3
Oatmeal Apple Bake,Ingredient,Apple,A3
燕麦苹果烤饼,食谱的食材构成,鸡蛋,B2
Oatmeal Apple Bake,Ingredient,Egg,B2
燕麦苹果烤饼,食谱的食材构成,牛奶,B2
Oatmeal Apple Bake,Ingredient,Milk,B2
燕麦苹果烤饼,食谱的食材构成,蜂蜜,D
Oatmeal Apple Bake,Ingredient,Honey,D
燕麦苹果烤饼,食谱的食材构成,肉桂粉,D
Oatmeal Apple Bake,Ingredient,Cinnamon Powder,D
西式奶油菠菜,食谱的功效,补血润燥,食谱的功效
Creamy Spinach,Health Benefit,Nourish Blood and Moisturize Dryness,Health Benefit
西式奶油菠菜,食谱的功效,安神醒脑,食谱的功效
Creamy Spinach,Health Benefit,Calm the Mind and Refresh the Brain,Health Benefit
西式奶油菠菜,食谱的食材构成,菠菜,A2
Creamy Spinach,Ingredient,Spinach,A2
西式奶油菠菜,食谱的食材构成,黄油,D
Creamy Spinach,Ingredient,Butter,D
西式奶油菠菜,食谱的食材构成,洋葱末,A2
Creamy Spinach,Ingredient,Chopped Onion,A2
西式奶油菠菜,食谱的食材构成,淡奶油,B2
Creamy Spinach,Ingredient,Light Cream,B2
西式奶油菠菜,食谱的食材构成,盐,D
Creamy Spinach,Ingredient,Salt,D
西式奶油菠菜,食谱的食材构成,黑胡椒,D
Creamy Spinach,Ingredient,Black Pepper,D
鸡肉墨西哥卷,食谱的功效,补虚,食谱的功效
Chicken Burrito,Health Benefit,Tonify Deficiency,Health Benefit
鸡肉墨西哥卷,食谱的功效,益气,食谱的功效
Chicken Burrito,Health Benefit,Boost Qi,Health Benefit
鸡肉墨西哥卷,食谱的功效,安神,食谱的功效
Chicken Burrito,Health Benefit,Calm the Mind,Health Benefit
鸡肉墨西哥卷,食谱的功效,定心,食谱的功效
Chicken Burrito,Health Benefit,Settle the Heart,Health Benefit
鸡肉墨西哥卷,食谱的食材构成,鸡胸肉,B1
Chicken Burrito,Ingredient,Chicken Breast,B1
鸡肉墨西哥卷,食谱的食材构成,墨西哥玉米饼,A1
Chicken Burrito,Ingredient,Mexican Corn Tortilla,A1
鸡肉墨西哥卷,食谱的食材构成,洋葱,A2
Chicken Burrito,Ingredient,Onion,A2
鸡肉墨西哥卷,食谱的食材构成,彩椒,A2
Chicken Burrito,Ingredient,Bell Pepper,A2
鸡肉墨西哥卷,食谱的食材构成,番茄沙司,D
Chicken Burrito,Ingredient,Tomato Sauce,D
鸡肉墨西哥卷,食谱的食材构成,盐,D
Chicken Burrito,Ingredient,Salt,D
鸡肉墨西哥卷,食谱的食材构成,黑胡椒,D
Chicken Burrito,Ingredient,Black Pepper,D
淡奶油蘑菇意面,食谱的功效,补益,食谱的功效
Creamy Mushroom Pasta,Health Benefit,Nourish,Health Benefit
淡奶油蘑菇意面,食谱的功效,脾胃,食谱的功效
Creamy Mushroom Pasta,Health Benefit,Spleen and Stomach,Health Benefit
淡奶油蘑菇意面,食谱的功效,安神,食谱的功效
Creamy Mushroom Pasta,Health Benefit,Calm the Mind,Health Benefit
淡奶油蘑菇意面,食谱的功效,定志,食谱的功效
Creamy Mushroom Pasta,Health Benefit,Settle the Will,Health Benefit
淡奶油蘑菇意面,食谱的食材构成,意大利面,A1
Creamy Mushroom Pasta,Ingredient,Spaghetti,A1
淡奶油蘑菇意面,食谱的食材构成,蘑菇,A2
Creamy Mushroom Pasta,Ingredient,Mushroom,A2
淡奶油蘑菇意面,食谱的食材构成,淡奶油,B2
Creamy Mushroom Pasta,Ingredient,Light Cream,B2
淡奶油蘑菇意面,食谱的食材构成,黄油,B2
Creamy Mushroom Pasta,Ingredient,Butter,B2
淡奶油蘑菇意面,食谱的食材构成,盐,D
Creamy Mushroom Pasta,Ingredient,Salt,D
淡奶油蘑菇意面,食谱的食材构成,黑胡椒,D
Creamy Mushroom Pasta,Ingredient,Black Pepper,D
鸡肉马苏里拉焗饭,食谱的功效,补血,食谱的功效
Chicken Mozzarella Baked Rice,Health Benefit,Enrich Blood,Health Benefit
鸡肉马苏里拉焗饭,食谱的功效,养心,食谱的功效
Chicken Mozzarella Baked Rice,Health Benefit,Nourish the Heart,Health Benefit
鸡肉马苏里拉焗饭,食谱的功效,安神,食谱的功效
Chicken Mozzarella Baked Rice,Health Benefit,Calm the Mind,Health Benefit
鸡肉马苏里拉焗饭,食谱的功效,定心,食谱的功效
Chicken Mozzarella Baked Rice,Health Benefit,Settle the Heart,Health Benefit
鸡肉马苏里拉焗饭,食谱的食材构成,米饭,A1
Chicken Mozzarella Baked Rice,Ingredient,Rice,A1
鸡肉马苏里拉焗饭,食谱的食材构成,鸡胸肉,B1
Chicken Mozzarella Baked Rice,Ingredient,Chicken Breast,B1
鸡肉马苏里拉焗饭,食谱的食材构成,洋葱,A2
Chicken Mozzarella Baked Rice,Ingredient,Onion,A2
鸡肉马苏里拉焗饭,食谱的食材构成,番茄泥,A2
Chicken Mozzarella Baked Rice,Ingredient,Tomato Paste,A2
鸡肉马苏里拉焗饭,食谱的食材构成,马苏里拉芝士,B2
Chicken Mozzarella Baked Rice,Ingredient,Mozzarella Cheese,B2
鸡肉马苏里拉焗饭,食谱的食材构成,盐,D
Chicken Mozzarella Baked Rice,Ingredient,Salt,D
鸡肉马苏里拉焗饭,食谱的食材构成,黑胡椒,D
Chicken Mozzarella Baked Rice,Ingredient,Black Pepper,D
西班牙土豆煎蛋饼,食谱的功效,健脾,食谱的功效
Spanish Potato Omelette,Health Benefit,Strengthen Spleen,Health Benefit
西班牙土豆煎蛋饼,食谱的功效,益气,食谱的功效
Spanish Potato Omelette,Health Benefit,Boost Qi,Health Benefit
西班牙土豆煎蛋饼,食谱的功效,安神,食谱的功效
Spanish Potato Omelette,Health Benefit,Calm the Mind,Health Benefit
西班牙土豆煎蛋饼,食谱的功效,定志,食谱的功效
Spanish Potato Omelette,Health Benefit,Settle the Will,Health Benefit
西班牙土豆煎蛋饼,食谱的食材构成,土豆,A1
Spanish Potato Omelette,Ingredient,Potato,A1
西班牙土豆煎蛋饼,食谱的食材构成,鸡蛋,B2
Spanish Potato Omelette,Ingredient,Egg,B2
西班牙土豆煎蛋饼,食谱的食材构成,洋葱,A2
Spanish Potato Omelette,Ingredient,Onion,A2
西班牙土豆煎蛋饼,食谱的食材构成,橄榄油,D
Spanish Potato Omelette,Ingredient,Olive Oil,D
西班牙土豆煎蛋饼,食谱的食材构成,盐,D
Spanish Potato Omelette,Ingredient,Salt,D
西班牙土豆煎蛋饼,食谱的食材构成,黑胡椒,D
Spanish Potato Omelette,Ingredient,Black Pepper,D
羊奶酪烤甜菜,食谱的功效,养血,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Nourish Blood,Health Benefit
羊奶酪烤甜菜,食谱的功效,活血,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Promote Blood Circulation,Health Benefit
羊奶酪烤甜菜,食谱的功效,安神,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Calm the Mind,Health Benefit
羊奶酪烤甜菜,食谱的功效,除烦,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Relieve Irritation,Health Benefit
羊奶酪烤甜菜,食谱的食材构成,甜菜根,A2
Roasted Beetroot with Goat Cheese,Ingredient,Beetroot,A2
羊奶酪烤甜菜,食谱的食材构成,羊奶酪,B2
Roasted Beetroot with Goat Cheese,Ingredient,Goat Cheese,B2
羊奶酪烤甜菜,食谱的食材构成,橄榄油,D
Roasted Beetroot with Goat Cheese,Ingredient,Olive Oil,D
羊奶酪烤甜菜,食谱的食材构成,盐,D
Roasted Beetroot with Goat Cheese,Ingredient,Salt,D
羊奶酪烤甜菜,食谱的食材构成,黑胡椒,D
Roasted Beetroot with Goat Cheese,Ingredient,Black Pepper,D
羊奶酪烤甜菜,食谱的食材构成,罗勒碎,D
Roasted Beetroot with Goat Cheese,Ingredient,Basil Flakes,D
鸡肉牛油果意面,食谱的功效,补虚,食谱的功效
Chicken Avocado Pasta,Health Benefit,Tonify Deficiency,Health Benefit
鸡肉牛油果意面,食谱的功效,养血,食谱的功效
Chicken Avocado Pasta,Health Benefit,Nourish Blood,Health Benefit
鸡肉牛油果意面,食谱的功效,安神,食谱的功效
Chicken Avocado Pasta,Health Benefit,Calm the Mind,Health Benefit
鸡肉牛油果意面,食谱的功效,定心,食谱的功效
Chicken Avocado Pasta,Health Benefit,Stabilize the Heart,Health Benefit
鸡肉牛油果意面,食谱的食材构成,意大利面,A1
Chicken Avocado Pasta,Ingredient,Pasta,A1
鸡肉牛油果意面,食谱的食材构成,鸡胸肉,B1
Chicken Avocado Pasta,Ingredient,Chicken Breast,B1
鸡肉牛油果意面,食谱的食材构成,牛油果,A3
Chicken Avocado Pasta,Ingredient,Avocado,A3
鸡肉牛油果意面,食谱的食材构成,大蒜,D
Chicken Avocado Pasta,Ingredient,Garlic,D
鸡肉牛油果意面,食谱的食材构成,橄榄油,D
Chicken Avocado Pasta,Ingredient,Olive Oil,D
鸡肉牛油果意面,食谱的食材构成,盐,D
Chicken Avocado Pasta,Ingredient,Salt,D
鸡肉牛油果意面,食谱的食材构成,黑胡椒,D
Chicken Avocado Pasta,Ingredient,Black Pepper,D
奶油南瓜泥,食谱的功效,健脾,食谱的功效
Creamy Pumpkin Puree,Health Benefit,Strengthen the Spleen,Health Benefit
奶油南瓜泥,食谱的功效,养胃,食谱的功效
Creamy Pumpkin Puree,Health Benefit,Nourish the Stomach,Health Benefit
奶油南瓜泥,食谱的功效,安神,食谱的功效
Creamy Pumpkin Puree,Health Benefit,Calm the Mind,Health Benefit
奶油南瓜泥,食谱的功效,定志,食谱的功效
Creamy Pumpkin Puree,Health Benefit,Stabilize the Will,Health Benefit
奶油南瓜泥,食谱的食材构成,南瓜,A2
Creamy Pumpkin Puree,Ingredient,Pumpkin,A2
奶油南瓜泥,食谱的食材构成,牛奶,B2
Creamy Pumpkin Puree,Ingredient,Milk,B2
奶油南瓜泥,食谱的食材构成,黄油,D
Creamy Pumpkin Puree,Ingredient,Butter,D
奶油南瓜泥,食谱的食材构成,盐,D
Creamy Pumpkin Puree,Ingredient,Salt,D
奶油南瓜泥,食谱的食材构成,黑胡椒,D
Creamy Pumpkin Puree,Ingredient,Black Pepper,D
西式培根卷心菜汤,食谱的功效,清热,食谱的功效
Western Style Cabbage Soup with Bacon,Health Benefit,Clear Heat,Health Benefit
西式培根卷心菜汤,食谱的功效,养胃,食谱的功效
Western Style Cabbage Soup with Bacon,Health Benefit,Nourish the Stomach,Health Benefit
西式培根卷心菜汤,食谱的功效,安神,食谱的功效
Western Style Cabbage Soup with Bacon,Health Benefit,Calm the Mind,Health Benefit
西式培根卷心菜汤,食谱的功效,定心,食谱的功效
Western Style Cabbage Soup with Bacon,Health Benefit,Stabilize the Heart,Health Benefit
西式培根卷心菜汤,食谱的食材构成,卷心菜,A2
Western Style Cabbage Soup with Bacon,Ingredient,Cabbage,A2
西式培根卷心菜汤,食谱的食材构成,培根,B1
Western Style Cabbage Soup with Bacon,Ingredient,Bacon,B1
西式培根卷心菜汤,食谱的食材构成,洋葱,A2
Western Style Cabbage Soup with Bacon,Ingredient,Onion,A2
西式培根卷心菜汤,食谱的食材构成,清水,D
Western Style Cabbage Soup with Bacon,Ingredient,Water,D
西式培根卷心菜汤,食谱的食材构成,盐,D
Western Style Cabbage Soup with Bacon,Ingredient,Salt,D
西式培根卷心菜汤,食谱的食材构成,黑胡椒,D
Western Style Cabbage Soup with Bacon,Ingredient,Black Pepper,D
金枪鱼鹰嘴豆沙拉,食谱的功效,补虚,食谱的功效
Tuna Chickpea Salad,Health Benefit,Tonify Deficiency,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,益气,食谱的功效
Tuna Chickpea Salad,Health Benefit,Replenish Qi,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,养心,食谱的功效
Tuna Chickpea Salad,Health Benefit,Nourish the Heart,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,宁神,食谱的功效
Tuna Chickpea Salad,Health Benefit,Calm the Spirit,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,补益气血,食谱的功效
Tuna Chickpea Salad,Health Benefit,Tonify Qi and Blood,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,健脾,食谱的功效
Tuna Chickpea Salad,Health Benefit,Strengthen the Spleen,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,润燥,食谱的功效
Tuna Chickpea Salad,Health Benefit,Moisten Dryness,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的功效,舒缓神经,食谱的功效
Tuna Chickpea Salad,Health Benefit,Relax the Nerves,Health Benefit
金枪鱼鹰嘴豆沙拉,食谱的食材构成,金枪鱼罐头,B3
Tuna Chickpea Salad,Ingredient,Canned Tuna,B3
金枪鱼鹰嘴豆沙拉,食谱的食材构成,鹰嘴豆,A1
Tuna Chickpea Salad,Ingredient,Chickpeas,A1
金枪鱼鹰嘴豆沙拉,食谱的食材构成,小番茄,A2
Tuna Chickpea Salad,Ingredient,Cherry Tomato,A2
金枪鱼鹰嘴豆沙拉,食谱的食材构成,红洋葱,A2
Tuna Chickpea Salad,Ingredient,Red Onion,A2
金枪鱼鹰嘴豆沙拉,食谱的食材构成,橄榄油,D
Tuna Chickpea Salad,Ingredient,Olive Oil,D
金枪鱼鹰嘴豆沙拉,食谱的食材构成,盐,D
Tuna Chickpea Salad,Ingredient,Salt,D
金枪鱼鹰嘴豆沙拉,食谱的食材构成,黑胡椒,D
Tuna Chickpea Salad,Ingredient,Black Pepper,D
罗勒青酱意面,食谱的功效,健脾,食谱的功效
Basil Pesto Pasta,Health Benefit,Strengthen the Spleen,Health Benefit
罗勒青酱意面,食谱的功效,和胃,食谱的功效
Basil Pesto Pasta,Health Benefit,Harmonize the Stomach,Health Benefit
罗勒青酱意面,食谱的食材构成,意大利面,A1
Basil Pesto Pasta,Ingredient,Pasta,A1
罗勒青酱意面,食谱的食材构成,新鲜罗勒,A2
Basil Pesto Pasta,Ingredient,Fresh Basil,A2
罗勒青酱意面,食谱的食材构成,松子,A3
Basil Pesto Pasta,Ingredient,Pine Nuts,A3
罗勒青酱意面,食谱的食材构成,橄榄油,D
Basil Pesto Pasta,Ingredient,Olive Oil,D
罗勒青酱意面,食谱的食材构成,盐,D
Basil Pesto Pasta,Ingredient,Salt,D
